timestamp_ms,emg1_raw,emg2_raw,fsr1,fsr2
1.5772999613545835,4095,0,381,272
2.2090999991633,4095,0,343,263
2.684099948965013,4095,0,317,256
3.1623999821022153,2800,0,285,243
3.787199966609478,1659,1328,439,262
4.321899963542819,666,3088,634,277
4.819099965970963,0,4095,775,293
5.557199998293072,0,4095,851,304
6.251799990423024,0,4095,926,311
6.8165999837219715,0,4095,990,329
7.3580999742262065,0,4095,1069,349
7.987099990714341,329,4095,1136,368
8.60219995956868,1829,3647,1099,371
9.263799991458654,2967,1035,874,358
9.848999965470284,4095,0,715,349
10.372499993536621,4095,0,647,346
11.116699955891818,4095,0,578,337
11.341799981892109,4095,0,511,330
11.626799998339266,4095,0,464,316
11.74159999936819,4095,0,412,302
11.86909998068586,2399,0,365,281
11.996199958957732,1282,2067,582,302
12.099099985789508,4095,0,455,287
12.221199984196573,4095,0,409,277
12.324699957389385,4095,0,370,270
12.428399990312755,4095,0,339,263
12.554699962493032,4095,0,313,256
12.801999982912093,3368,0,287,247
13.343999977223575,2018,262,336,252
13.921000005211681,935,2624,563,272
14.470599999185652,160,4095,742,290
14.949199976399541,0,4095,821,298
15.46510000480339,0,4095,898,309
15.989899984560907,0,4095,966,323
16.49469998665154,0,4095,1040,339
16.993400000501424,0,4095,1105,363
17.576899961568415,1378,4095,1177,385
18.187799956649542,2587,1616,937,367
18.713299999944866,3686,241,766,354
19.18229996226728,4095,0,674,349
19.693699956405908,4095,0,606,343
20.17949998844415,4095,0,543,336
20.655500004068017,4095,0,486,322
21.140199969522655,4095,0,434,309
21.619799954351038,2795,0,382,291
22.183099994435906,1639,1346,530,303
22.663499985355884,4095,0,444,282
23.159399977885187,4095,0,403,277
23.754999972879887,4095,0,366,272
24.650299979839474,4095,0,335,267
25.16530000139028,4095,0,310,258
25.65389999654144,4095,0,286,254
26.138799963518977,2419,0,258,242
26.72059996984899,1307,1999,481,268
27.26279996568337,422,3531,666,280
27.803100005257875,0,4095,783,290
28.293299954384565,0,4095,862,302
28.777799976523966,0,4095,934,315
29.329399985726923,0,4095,1002,331
29.841999989002943,0,4095,1075,348
30.402100004721433,901,4095,1145,373
30.979699979070574,2207,2283,976,359
31.5285999677144,3303,585,798,349
32.02459996100515,4095,0,675,346
32.51389996148646,4095,0,613,338
33.00539997871965,4095,0,546,334
33.53699995204806,4095,0,492,321
34.031899995170534,4095,0,442,307
34.52739998465404,3493,0,388,290
35.10809998260811,2039,198,416,288
35.648099961690605,962,2559,630,304
36.12770000472665,4095,0,467,285
36.60859999945387,4095,0,420,275
37.09779999917373,4095,0,378,270
37.72189997835085,4095,0,342,262
38.504500000271946,4095,0,318,256
39.25380000146106,2818,0,285,244
40.2658999664709,1671,1293,439,259
40.977399970870465,668,3068,629,276
41.269399982411414,0,4095,774,290
41.563999955542386,0,4095,849,299
41.853300004731864,0,4095,923,311
42.09559998707846,0,4095,992,326
42.21240000333637,0,4095,1065,345
42.340699990745634,235,4095,1133,368
42.47579997172579,1780,3647,1096,371
42.605799972079694,2921,1023,868,356
42.73240000475198,4095,0,711,347
42.851599981077015,4095,0,642,342
43.13049995107576,4095,0,578,336
43.2689999579452,4095,0,511,327
43.38449996430427,4095,0,464,317
43.49569999612868,4095,0,413,304
43.64910000003874,2426,0,365,283
43.78429998178035,1300,2057,579,302
43.90829999465495,4095,0,450,281
44.024999951943755,4095,0,407,275
44.2070999997668,4095,0,368,267
44.33499998413026,4095,0,336,261
44.44929998135194,4095,0,308,255
44.56329997628927,3402,0,279,247
44.88770000170916,2035,164,321,249
45.020699966698885,959,2559,552,271
45.14599998947233,176,4095,732,287
45.266599976457655,0,4095,815,297
45.386799960397184,0,4095,889,304
45.5033999751322,0,4095,960,321
45.62749998876825,0,4095,1035,336
46.0501000052318,0,4095,1102,358
46.33099999045953,1364,4095,1169,381
46.5262999641709,2559,1530,925,363
46.71520000556484,3665,203,754,349
46.88350000651553,4095,0,667,343
47.137699963059276,4095,0,602,339
47.398499969858676,4095,0,541,333
47.62579995440319,4095,0,482,319
47.847499954514205,4095,0,432,304
48.06919995462522,2833,0,378,285
48.44499996397644,1679,1232,511,300
48.83649997645989,4095,0,439,277
49.22279994934797,4095,0,400,275
49.570899980608374,4095,0,362,267
49.921899975743145,4095,0,331,264
50.14740000478923,4095,0,306,258
50.35029997816309,4095,0,285,251
50.54949998157099,2403,0,256,240
50.776899966876954,1296,2078,487,265
51.00269999820739,401,3600,669,279
51.22169997775927,0,4095,783,291
51.458099973388016,0,4095,859,302
51.67789995903149,0,4095,933,315
51.92719999467954,0,4095,1002,331
52.17939999420196,0,4095,1072,348
52.45779996039346,843,4095,1142,372
52.739699953235686,2179,2414,989,365
53.04159998195246,3273,621,803,351
53.55269997380674,4095,0,682,346
54.07379998359829,4095,0,613,339
54.81619999045506,4095,0,556,333
55.932799994479865,4095,0,495,323
56.509199959691614,4095,0,442,310
57.03739996533841,3504,0,394,294
57.64359998283908,2057,142,414,289
58.29509999603033,961,2554,627,304
58.81539999973029,4095,0,464,286
59.326999995391816,4095,0,419,276
59.83569996897131,4095,0,376,271
60.32319995574653,4095,0,342,263
60.8675999683328,4095,0,317,256
61.3885999773629,2855,0,283,245
61.98389997007325,1703,1203,432,258
62.677099951542914,686,3036,624,278
63.25459998333827,0,4095,769,289
63.779099960811436,0,4095,849,298
64.29579999530688,0,4095,923,310
64.80679998639971,0,4095,990,327
65.34269999247044,0,4095,1065,343
65.93069998780265,258,4095,1132,368
66.56359997577965,1781,3715,1103,371
67.20679998397827,2928,1050,875,355
67.92249996215105,4095,0,714,346
68.44119995366782,4095,0,647,343
68.98250000085682,4095,0,577,336
69.5051999646239,4095,0,523,326
70.01989998389035,4095,0,464,316
70.53109997650608,4095,0,413,301
71.04569999501109,2442,0,364,281
71.1814999813214,1314,1997,577,299
71.31079997634515,4095,0,452,287
71.43979996908456,4095,0,407,277
71.56069995835423,4095,0,368,271
71.67709997156635,4095,0,337,263
71.79399998858571,4095,0,313,259
71.93009997718036,3487,0,285,251
72.06009997753426,2066,170,326,251
72.18999997712672,976,2582,557,272
72.32439995277673,183,4095,735,288
72.45449995389208,0,4095,816,295
72.5704999640584,0,4095,893,306
72.6888999924995,0,4095,962,320
72.81169999623671,0,4095,1033,337
73.10679997317493,0,4095,1102,356
73.26829998055473,1328,4095,1171,382
73.40130000375211,2540,1606,931,365
73.59980000182986,3635,227,759,351
73.75129999127239,4095,0,671,347
73.87569994898513,4095,0,606,343
73.99949996033683,4095,0,544,334
74.25730000250041,4095,0,483,320
74.83489997684956,4095,0,434,308
75.41489996947348,2877,0,381,290
76.08069997513667,1696,1158,506,299
76.65139995515347,4095,0,437,280
77.21669995225966,4095,0,400,274
78.00169999245554,4095,0,359,271
78.69459997164086,4095,0,330,262
79.30619997205213,4095,0,305,259
80.07729996461421,4095,0,283,251
80.65839996561408,2454,0,254,240
81.3069999567233,1341,2037,485,263
82.25119998678565,442,3601,672,282
82.91209995513782,0,4095,784,290
83.5230999509804,0,4095,855,301
84.09849996678531,0,4095,931,313
84.77519999723881,0,4095,1002,330
85.35779995145276,0,4095,1072,351
85.98319999873638,830,4095,1142,369
86.68539999052882,2161,2527,999,365
87.62299997033551,3248,660,811,352
88.31779996398836,4095,0,685,347
89.6093999617733,4095,0,619,341
89.78320000460371,4095,0,557,334
89.99389997916296,4095,0,496,324
90.26789997005835,4095,0,445,309
90.39949998259544,3472,0,394,292
90.54499998455867,2062,125,413,288
90.66829999210313,4095,0,430,279
90.79379995819181,4095,0,386,275
90.92259994940832,4095,0,351,267
91.04519995162264,4095,0,322,259
91.1684999591671,4095,0,304,258
91.63089998764917,4095,0,283,251
92.61829999741167,2880,0,256,241
93.75219995854422,1717,1161,400,258
94.22369999811053,705,2991,601,275
94.35420000227168,0,4095,751,288
94.48579995660111,0,4095,835,299
94.62609997717664,0,4095,908,309
94.76979996543378,0,4095,976,321
94.90939998067915,0,4095,1049,341
95.06909997435287,240,4095,1119,364
95.2326999977231,1775,3797,1097,369
95.47349996864796,2912,1088,869,354
96.14049998344854,4095,0,707,343
96.44079999998212,4095,0,640,340
96.73229994950816,4095,0,576,336
97.02950000064448,4095,0,511,323
97.55399997811764,4095,0,463,314
98.15459995297715,4095,0,410,302
98.9362999680452,2465,0,361,281
99.6752999490127,1346,1935,570,297
100.30859999824315,4095,0,448,283
100.94410000601783,4095,0,403,275
101.55439999653026,4095,0,367,267
102.17739996733144,4095,0,336,262
102.8224999899976,4095,0,310,256
103.60849997960031,3514,0,283,246
104.37949997140095,2088,99,316,249
105.07150000194088,988,2544,550,272
105.71019997587427,196,4095,727,287
106.64039995754138,0,4095,813,290
107.22969996277243,0,4095,891,305
107.80209995573387,0,4095,960,320
108.4001999697648,0,4095,1034,336
108.99229999631643,0,4095,1099,358
109.84069999540225,1296,4095,1168,382
110.62199994921684,2514,1712,942,366
111.28889996325597,3609,302,768,353
111.8817999958992,4095,0,673,346
112.45999997481704,4095,0,605,341
113.04259998723865,4095,0,546,335
113.60939999576658,4095,0,486,321
114.17199997231364,4095,0,433,306
114.7802000050433,2885,0,383,290
115.42009998811409,1727,1235,511,297
115.97990000154823,4095,0,442,283
116.53759999899194,4095,0,400,275
117.11389996344224,4095,0,365,271
117.67419998068362,4095,0,334,264
118.27099998481572,4095,0,311,263
118.83569997735322,4095,0,290,251
119.39259996870533,2480,0,258,241
120.04999996861443,1341,1943,478,267
120.6685999641195,432,3490,662,279
121.27049994887784,0,4095,782,289
121.91589997382835,0,4095,858,299
122.62089998694137,0,4095,932,315
123.81189997540787,0,4095,999,330
124.42599999485537,0,4095,1070,350
125.04600000102073,779,4095,1139,372
125.45649998355657,2133,2487,993,367
125.84669998614118,3239,627,803,353
126.35129998670891,4095,0,682,347
126.86949997441843,4095,0,615,341
127.35409999731928,4095,0,555,335
127.82449997030199,4095,0,495,322
128.38029995327815,4095,0,445,306
128.94299998879433,3550,0,395,295
129.53899998683482,2105,30,397,285
130.24659996153787,1008,2475,619,304
130.8578999596648,4095,0,463,281
131.59839995205402,4095,0,416,275
132.17070000246167,4095,0,374,267
132.6886999886483,4095,0,339,259
133.22610000614077,4095,0,315,256
133.7426999816671,2877,0,285,246
134.33609995990992,1731,1123,425,263
134.90389997605234,709,2990,619,276
135.4169999831356,0,4095,767,291
136.13349996739998,0,4095,847,302
136.5345999947749,0,4095,918,315
136.71719998819754,0,4095,989,327
137.01049995142967,0,4095,1061,345
137.17359997099265,139,4095,1129,368
137.33339996542782,1719,4095,1134,378
137.49979995191097,2870,1152,892,365
137.67089997418225,4039,0,724,350
137.85319996532053,4095,0,654,349
137.9917999729514,4095,0,589,338
138.1281999638304,4095,0,529,331
138.50359997013584,4095,0,469,319
139.0419999952428,4095,0,418,304
139.33659996837378,2478,0,368,286
139.59629996679723,1353,1963,577,304
139.8106999695301,4095,0,453,285
140.01949998782948,4095,0,407,275
140.3408999904059,4095,0,368,272
140.6969999661669,4095,0,336,262
141.05779997771606,4095,0,311,257
141.4885999984108,3543,0,282,247
141.96999999694526,2107,77,311,251
142.4291000002995,1004,2511,547,271
142.86449999781325,199,4095,721,287
143.3435999788344,0,4095,812,294
143.85609998134896,0,4095,885,306
144.26169998478144,0,4095,959,320
144.7385999490507,0,4095,1023,336
145.1556999818422,0,4095,1096,358
145.6074999878183,1277,4095,1167,380
146.03279996663332,2495,1680,937,365
146.4433999499306,3581,269,762,352
146.81469998322427,4095,0,671,350
147.04389998223633,4095,0,599,339
147.20839995425195,4095,0,543,334
147.36069994978607,4095,0,482,320
147.5120999966748,4095,0,432,306
147.66519999830052,2947,0,380,288
147.8484999970533,1761,1136,505,298
148.02959997905418,4095,0,439,276
148.40329997241497,4095,0,397,274
148.7355999997817,4095,0,359,272
149.0623999852687,4095,0,327,262
149.40809999825433,4095,0,305,260
149.7343999799341,4095,0,283,251
150.06289997836575,2501,0,256,240
150.4222999792546,1383,1954,475,266
150.76419996330515,464,3457,656,282
